num__Administrative,num__Administrative_Duration,num__Informational,num__Informational_Duration,num__ProductRelated,num__ProductRelated_Duration,num__BounceRates,num__ExitRates,num__PageValues,num__SpecialDay,num__OperatingSystems,num__Browser,num__Region,num__TrafficType,num__Month_sin,num__Month_cos,cat__VisitorType_New_Visitor,cat__VisitorType_Other,cat__VisitorType_Returning_Visitor,bool__Weekend,Revenue
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740537,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.7653211228175031,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.5954513704662855,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.3102395831740537,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.5163474760976794,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740537,2.068612039808802,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.6274037570955574,0.654747716825904,2.1345899576198506,-0.31896228875540733,-0.3102395831740537,0.9658161131089493,-0.20923684923667896,-0.4800923675126068,-0.01840018265803205,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.4943874445385387,-0.3018888183082534,-0.008183156423906572,0.18488419036889256,-0.31896228875540733,-0.3102395831740537,0.9658161131089493,0.37554349079850946,-0.8963702408780065,-0.01840018265803205,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,1.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.29255671522080084,-0.5484518408768577,-0.10122607902460762,-0.3662022244307425,-0.31896228875540733,-0.3102395831740537,-0.1369798135909032,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6962181738562766,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,1.69318587324887,-0.1369798135909032,0.9603238308336979,-0.06381449414720712,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.40202911196683494,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.7186438104471363,-0.6287929912970114,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.3102395831740537,-1.2397757402907557,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,1.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.609517366754248,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,3.6966113296717933,-0.1369798135909032,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.651366900674557,-0.2443224260927032,-0.4501370719237803,-0.41687685372018285,-0.31896228875540733,1.69318587324887,-0.1369798135909032,0.9603238308336979,-0.8963702408780065,-0.5163474760976794,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.651366900674557,-0.4230126752323749,-0.4501370719237803,0.5459408211550172,-0.31896228875540733,-0.3102395831740537,-1.2397757402907557,-0.7940171892718674,-0.06381449414720712,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.3598336249933801,-0.4163703992075037,-0.0358052761426487,-0.33864792102147867,-0.31896228875540733,1.69318587324887,-1.2397757402907557,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.561664354311118,-0.48266291874984546,-0.4501370719237803,-0.27933145921607005,-0.31896228875540733,-0.3102395831740537,-1.2397757402907557,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.5840899909019778,-0.5777386343999623,-0.4501370719237803,0.5459408211550172,-0.31896228875540733,-0.3102395831740537,-0.1369798135909032,1.5451041708688862,-0.8963702408780065,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.7023023701245499,-0.46001930761763143,-0.39882420493502,-0.24625722697292296,-0.6737925372654169,-0.5933675191643651,-0.4501370719237803,1.2680540610638693,-0.31896228875540733,-0.3102395831740537,0.9658161131089493,-0.20923684923667896,-0.06381449414720712,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
-0.10175585380912001,-0.16140180635669346,-0.39882420493502,-0.24625722697292296,-0.20285416885736177,0.24032153800362074,-0.26598961449806485,-0.5448985637897997,-0.31896228875540733,-0.3102395831740537,-1.2397757402907557,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,1.288826642839587,0.5527174101038292,0.0,0.0,1.0,0.0,0
